,ADA,ADST,BCH,BIS,BTC,DASH,EMC2,EOS,ETH,FUN,IOTA,LTC,NEO,ONT,TRX,UBQ,XLM,XMR,XRP,TOTAL
2018-05-28 22:31:00,32.6640040524904,38.00412914451301,232.6314747317592,40.1676149290015,692.6829759796543,36.444158376689934,6.7993774065000006,0.0,544.400194787775,0.011852411335200002,55.32051887337031,325.0526125028451,53.51350009301409,0.0,0.0123556385757,20.85225952252371,30.597191054051997,76.69191257025193,361.22295068000136,2547.0690827543526
2018-05-28 22:40:00,32.7543999976263,37.899029094003,232.25651829504855,40.10908632294642,690.4805219458722,36.30839143509684,6.884859141000001,0.0,546.935514648503,0.011892080439600002,55.541338047970505,324.89276152088917,53.635018719408926,0.0,0.012422160328200002,21.1466970864878,30.643444227080995,76.58524576025415,364.1583297170622,2550.255470200018
2018-05-28 22:50:00,32.7628219740093,37.978383165408005,232.3488798525947,40.19310319210244,692.1783077041079,36.42978750252204,6.889928454,0.0,548.3162921171341,0.0118913500863,55.24445893883401,324.45680429688156,53.7530781379758,0.0,0.012398111416799999,20.955524212600004,30.506371038738,76.4074677435912,363.2782372114157,2551.7237350034175
2018-05-28 23:01:00,32.7849062821451,37.939470277086,232.13844244048246,40.20506064882067,692.5662896730715,36.43306507030185,6.890741091,0.0,548.7602651801325,0.011897423475300001,55.30375297425661,324.28242140741366,54.0158663521633,0.0,0.012425767657800001,21.286315964515218,30.550215189858,76.28302313222247,363.6704027775998,2553.1345616522026
2018-05-28 23:10:00,32.8912104194026,38.301559918272,233.69651894189843,40.278064070325314,693.8741486916036,36.56971443402898,6.869302938000001,0.0,551.0088081812119,0.0119300582301,55.57323415139101,326.0349694473431,54.295504256449405,0.0,0.0125001970101,21.094202896849758,30.661030057601998,76.3526105272403,364.2821029489627,2561.8074121358213
2018-05-28 23:20:00,32.9477312894665,38.276754421941,234.48841434111642,40.73999950913039,695.1246369410833,36.401676056003744,6.868915969500001,0.0,551.160693702959,0.0119417821461,55.486542179211014,325.41009742635555,54.348396661385834,0.0,0.012446718742199998,21.105328531115067,30.659584647258,76.37953119849531,363.8625769363031,2563.285268312212
2018-05-28 23:31:00,32.812605262966805,37.952637172632,233.218442925391,40.29222421730566,694.5752389159051,36.36827007682783,6.8318055179999995,0.0,550.0709416390114,0.0120647870697,55.263269460022805,324.0789747029218,53.94065647686236,0.0,0.0124074660438,21.054871427387887,30.659945999844002,76.27134057685019,361.5467153193827,2554.9624119444243
2018-05-28 23:40:00,32.7849062821451,38.18623201848,233.08357406014002,40.683988261806626,693.8770658482788,36.30902173662115,6.795507703499999,0.0,550.271685440395,0.0120231576021,55.34832573264061,324.4422723893695,53.78476894599459,0.0,0.0123432880317,21.277697514871825,30.581050633874998,76.13165784959875,360.2588226742427,2553.840943537594
2018-05-28 23:50:00,32.834876718878704,37.842481982780996,233.71304956147668,40.18177507598186,693.4200444824313,36.309147796926005,6.7850982045,0.0,549.0077429880173,0.0120094732782,55.27635504225451,324.48005534896834,53.713353040594626,0.0,0.0123465285327,21.244634008786967,30.378331679052,76.08797525140434,359.95590405685283,2551.2551812407173
2018-05-29 00:01:00,32.71773117776691,38.147129636427,234.12783893991505,40.66304615726242,694.0248958354563,36.36758667799959,6.772525933500001,0.0,548.2043907098841,0.012016513081200001,55.34325674927611,324.40773503008995,53.86392020071536,0.0,0.0123637860669,21.28094006456032,30.549972252449997,76.18518214289821,359.85656412113747,2552.537095928487
2018-05-29 00:10:00,32.958832641342404,38.19381041429101,236.32735225333496,40.72190056683435,694.171753887875,36.48774487469927,6.751973920499999,0.0,548.3233725096502,0.012054959417100001,55.5821137801446,325.47748580079974,53.684230569120395,0.0,0.0125054568933,21.08393205427323,30.632978658912,76.37518659796272,362.7996657897213,2559.5968947357715
2018-05-29 00:20:00,32.874222498438094,38.169823318704,235.62742360463974,40.70459044551102,695.0966678466987,36.48421451843202,6.746323085999999,0.0,549.703348912687,0.012026009328,55.639783034173796,325.8059690535087,54.01715862554358,0.0,0.012502562317499999,21.302411899402145,30.601896439569,76.4620602925285,362.78337677408905,2562.0437989215707
2018-05-29 00:31:00,32.948162780547904,38.200747858938,236.69319422440464,40.76438904345225,695.2328276297541,36.514852967334775,6.8270603625,0.0,550.8666084679145,0.012047577703800001,55.72158338616871,325.96294335155363,53.9490774608874,0.0,0.0125330164383,21.333757645798322,30.575392212077997,76.81209523826652,363.9490196084553,2566.3762928321958
2018-05-29 00:40:00,32.840715385623405,37.852582185936,236.03446872423228,40.67878263252335,694.1513299205297,36.489131800307625,6.755766948,0.0,551.489138239661,0.011996136541500002,55.7191293755613,325.4048125146616,54.173075653679035,0.0,0.012460489129499997,20.997104338906045,30.582982059104996,75.97485635512211,363.63236095972314,2562.800693719242
2018-05-29 00:50:00,32.926261485047206,38.19286975379401,236.44361336751464,41.22546770199944,694.1630007590127,36.41713774964744,6.766913799000001,0.0,552.9222315176816,0.0120350826681,55.89909015660751,325.71876111041337,54.13847702900068,0.0,0.0124967324019,21.20414298825857,30.571296103047,75.73862086914295,363.4434081814274,2565.7958243866647
2018-05-29 01:01:00,33.0522407537661,38.72152658556001,236.3042574948826,40.31432591831955,695.4662444016756,36.48850137960321,6.745045842000001,0.0,555.600384339195,0.012029853975000001,55.987434538473906,326.32049591885306,54.331336459594766,0.0,0.012485398730100001,21.227652297144594,30.591174277166996,75.68680147273676,363.9809461518187,2570.8428830834964
2018-05-29 01:10:00,33.1065260142581,38.557732324923,235.49672826608403,40.283482429150034,694.3370907682687,36.447902282749716,6.7479486705,0.0,555.6811219883305,0.012052229722199999,55.965757446360314,326.0298027746385,54.31392553881149,0.0,0.0125023584738,21.039421094900884,30.656350571027996,75.65784357415437,364.2604658994524,2568.606654231806
2018-05-29 01:20:00,32.9728719456071,38.545738783965,233.79742642828907,40.24665908274786,694.3730758528375,36.36002162881359,6.89653467,0.0,553.5054548021377,0.0120492693306,55.256139367958106,323.69553682701763,53.793272041131175,0.0,0.012454557303899999,21.25460963860797,30.543225724872,75.53896378121763,362.2986153082817,2559.102649710119
2018-05-29 01:31:00,32.8970597504583,38.51058122364601,233.33028244788048,40.21015046702186,692.0612772414692,36.30542719109061,6.894831681,0.0,552.3326342095613,0.0120444635442,55.2500043414396,323.62867740393284,53.776977205048425,0.0,0.0123469282569,21.235175275988123,30.544309992735,75.4277044877524,361.7311055612476,2554.1605898720727
2018-05-29 01:40:00,32.6821649823732,38.491767808641,233.0077431493286,40.164199963943766,692.7722258265967,36.28676673659797,6.7727194515,0.0,550.0900397606913,0.012016897545900001,55.17024899669911,322.7536910397624,53.79583903592942,0.0,0.012166038054299999,21.02186747699191,30.532985459298,75.46428288580626,360.7250951406812,2549.755820650441
2018-05-29 01:50:00,32.6836624910405,38.208038056398,233.23107996223143,39.9958197035346,689.6181816960363,36.19775132545253,6.739201485000001,0.0,550.635018894517,0.011906902602,55.289677514511,323.6228635408795,53.74963313072888,0.0,0.012113324277299999,21.153833065420265,30.322276883661,75.1508263381221,360.9062291551114,2547.5281134695233
2018-05-29 02:01:00,32.80964175975941,38.792312043282,234.53357185773538,39.83121619660259,692.7663904073553,36.33505696683698,6.7328926785,0.0,553.5415742769784,0.0119909078484,55.392745960021806,324.6519172712302,53.790481829574496,0.0,0.012094122276599999,21.23580218967693,30.399380081994,75.32660586064293,361.451585813614,2557.615260223929
2018-05-29 02:10:00,32.845956720368704,38.398406252913006,234.7280402224964,39.87307521552736,694.0754694692595,36.4066727650452,6.79404555,0.0,554.1556053480358,0.011993983521300001,55.337530721355314,325.0210975642983,54.02698017070064,0.0,0.012050255283,21.257274026340983,30.444437253321,75.4078911891265,362.01453461505974,2560.811061322653
2018-05-29 02:20:00,32.9238280198604,38.410047054729,234.88681668758136,39.893847359651666,693.6844963766869,36.51623989294313,6.790136413499999,0.0,555.2944311403262,0.012018589172700002,55.317489637898404,325.582135332717,53.97943496378159,0.0,0.0120016591203,21.260878786429434,30.441304937946,75.58265464524801,361.7799726081445,2562.3677341057364
2018-05-29 02:31:00,32.7957896467986,38.746571939586005,233.62395329859572,39.78400677813826,692.8908793519278,36.54170889171783,6.8511344670000005,0.0,553.4555249396035,0.0119767595832,54.9645211090305,325.5094620465788,53.98735916493478,0.0,0.011813654817600001,21.206650646658264,30.206381144750996,75.583670712238,361.15968643228086,2557.3310909842407
2018-05-29 02:40:00,32.85643941162321,38.771617293612,233.14237509411623,40.13430066680277,691.7422743202955,36.44147199091963,6.869867373,0.0,553.638246988362,0.0119613425979,54.90071682848281,325.45132341773586,53.93110849768898,0.0,0.011716503279899999,21.210725594746663,30.202164561512998,75.42211612167019,361.72198367007115,2556.4604096765174
2018-05-29 02:50:00,32.823493850956304,38.551500385902,233.4601904651288,40.15696118766565,692.3501304973156,36.46984092511056,6.899824539,0.0,554.7345792821474,0.0119912538711,54.871268701194005,324.7943569119799,53.94282738672015,0.0,0.011697708966599999,21.222793706034075,30.099159506723996,75.41347955520871,361.516090388242,2557.330186252167
2018-05-29 03:01:00,32.8815229375263,38.565375275196004,233.13213991711987,40.154128622557785,692.5893826884786,36.50653141324484,6.900211584,0.0,554.8163792691777,0.011984756413200001,54.76083822386101,325.18969958811175,54.07474859437812,0.0,0.0117147094506,21.2212264181676,30.145903330955996,75.5801144789544,361.6529182256092,2558.1948200332026
2018-05-29 03:10:00,32.9511578414103,38.942819322309,233.81947142489653,40.25956299290093,693.0455179629582,36.563017113374265,6.8164940745,0.0,556.2983400718375,0.0120273164901,54.971065134146706,326.33793750733696,54.294170840118156,0.0,0.0118634944008,21.307583947357067,30.188912454771,76.23852563978937,363.1156729505523,2565.174140089149
2018-05-29 03:20:00,33.087058205708104,38.780083320111004,235.54134314067917,40.35335236847723,693.8712297935456,36.67409725108007,6.823344744000001,0.0,559.1655889670087,0.012085216668300001,55.5367145839077,328.73034208413867,54.23200492410229,0.0,0.011998683016499999,21.216524556390393,30.289026128591996,76.61091405044691,364.55692615061946,2575.492634168492
2018-05-29 03:31:00,33.182899783318604,39.000788149176,235.30199746109065,40.27844676028666,694.2709560161112,36.53969154525846,6.8782275135,0.0,559.9134745621851,0.012109706949000001,55.538759595917405,328.27686077916394,54.42832421717719,0.0,0.012073371054299998,21.059325643698454,30.283725291498,76.59516501800893,364.28261891222945,2575.8554443266235
