,btc,eth,ltc,xrp
2018-02-28 20:35:19.225057,8715.0,712.94,171.4,0.74558
2018-02-28 20:35:29.792359,8723.89,712.94,171.4,0.74558
2018-02-28 20:35:40.247447,8718.78,712.94,171.4,0.74558
2018-02-28 20:35:50.468943,8718.78,710.81,171.41,0.74558
2018-02-28 20:36:00.904153,8718.78,712.98,171.4,0.74558
2018-02-28 20:36:11.309418,8715.0,712.98,171.4,0.74399
2018-02-28 20:36:21.650739,8715.0,710.8,171.4,0.74399
2018-02-28 20:36:32.096336,8715.0,710.8,171.4,0.74399
2018-02-28 20:36:42.596407,8731.19,710.8,171.4,0.74399
2018-02-28 20:36:53.000890,8731.19,710.8,171.44,0.74399
2018-02-28 20:37:03.285579,8731.19,710.8,171.44,0.74399
2018-02-28 20:37:13.789396,8724.7,710.8,171.44,0.74399
2018-02-28 20:37:24.366844,8724.7,713.0,171.4,0.74399
2018-02-28 20:37:34.738935,8715.5,713.0,171.4,0.74399
2018-02-28 20:37:45.194384,8715.5,713.0,171.4,0.74399
2018-02-28 20:37:55.469249,8715.1,710.98,171.2,0.74399
2018-02-28 20:38:06.255083,8715.0,713.0,171.2,0.74399
2018-02-28 20:38:16.563444,8723.58,712.97,171.2,0.74399
2018-02-28 20:38:27.113163,8723.58,711.03,171.2,0.74399
2018-02-28 20:38:37.765642,8723.58,712.93,171.0,0.74399
2018-02-28 20:38:48.458458,8715.0,710.01,171.0,0.74399
2018-02-28 20:38:58.865327,8715.0,710.01,171.0,0.74399
2018-02-28 20:39:09.425620,8715.0,710.01,171.0,0.74399
2018-02-28 20:39:20.013153,8722.24,712.76,171.0,0.74399
2018-02-28 20:39:31.860553,8722.24,712.76,171.0,0.74399
2018-02-28 20:39:42.514260,8715.0,710.42,171.0,0.74399
2018-02-28 20:39:53.203707,8715.0,710.55,171.12,0.74399
2018-02-28 20:40:03.956209,8715.0,712.84,171.09,0.74399
2018-02-28 20:40:14.504112,8724.79,712.86,171.09,0.74399
2018-02-28 20:40:25.107575,8724.79,712.86,171.09,0.74399
2018-02-28 20:40:36.103957,8716.82,712.86,171.1,0.74399
2018-02-28 20:40:47.223282,8715.0,712.86,171.1,0.74363
2018-02-28 20:40:58.082072,8714.9,712.86,171.1,0.74363
2018-02-28 20:41:08.592222,8700.0,712.86,171.11,0.74363
2018-02-28 20:41:19.104704,8700.0,712.86,170.64,0.74363
2018-02-28 20:41:29.565656,8700.0,712.97,170.64,0.74363
2018-02-28 20:41:40.125129,8713.39,712.97,170.64,0.74363
2018-02-28 20:41:50.524516,8713.38,712.97,170.64,0.74363
2018-02-28 20:42:01.024416,8713.38,712.97,170.64,0.74363
2018-02-28 20:42:11.684721,8713.38,712.97,170.64,0.74363
2018-02-28 20:42:22.418094,8711.79,713.0,170.84,0.74363
2018-02-28 20:42:33.170643,8711.79,713.0,170.84,0.74363
2018-02-28 20:42:43.774257,8711.79,713.0,170.84,0.74363
2018-02-28 20:42:54.258283,8724.68,713.0,170.84,0.74363
2018-02-28 20:43:04.864366,8723.86,713.0,170.84,0.74363
2018-02-28 20:43:15.489674,8727.57,713.0,170.84,0.74363
2018-02-28 20:43:25.970387,8727.63,713.0,171.34,0.74363
2018-02-28 20:43:36.324914,8712.21,713.0,171.34,0.74399
2018-02-28 20:43:46.837113,8720.83,713.0,171.34,0.74399
2018-02-28 20:43:57.213111,8720.83,713.0,171.34,0.74399
2018-02-28 20:44:07.705061,8730.55,713.0,171.34,0.74397
2018-02-28 20:44:18.009438,8730.55,713.46,171.34,0.744
2018-02-28 20:44:28.690532,8720.61,714.36,171.34,0.744
2018-02-28 20:44:39.045802,8719.49,710.6,171.19,0.744
2018-02-28 20:44:49.617075,8740.01,710.6,171.17,0.744
2018-02-28 20:44:59.932535,8749.96,710.6,171.57,0.744
2018-02-28 20:45:10.305414,8730.4,710.6,171.57,0.744
2018-02-28 20:45:20.693229,8746.22,710.6,171.57,0.744
2018-02-28 20:45:31.446302,8746.23,710.6,171.73,0.744
2018-02-28 20:45:42.145733,8746.23,710.6,171.73,0.744
2018-02-28 20:45:52.796924,8746.23,710.6,171.98,0.744
2018-02-28 20:46:03.486171,8733.19,710.6,171.98,0.744
2018-02-28 20:46:13.916809,8749.55,714.1,171.98,0.744
2018-02-28 20:46:24.504850,8741.36,714.1,171.41,0.744
2018-02-28 20:46:35.189669,8741.36,714.36,171.41,0.74558
2018-02-28 20:46:46.212350,8730.5,714.28,171.41,0.7456
2018-02-28 20:46:56.752603,8730.62,714.35,171.41,0.7456
2018-02-28 20:47:07.466839,8749.82,711.58,171.41,0.7456
2018-02-28 20:47:17.968848,8747.39,711.58,171.41,0.7456
2018-02-28 20:47:28.999809,8747.39,711.58,171.41,0.74663
2018-02-28 20:47:39.668610,8744.46,711.58,171.41,0.74663
2018-02-28 20:47:50.227287,8743.15,711.58,171.41,0.74663
2018-02-28 20:48:00.720962,8743.15,711.58,171.41,0.74663
2018-02-28 20:48:11.326339,8743.15,714.23,171.41,0.74663
2018-02-28 20:48:21.842524,8743.15,714.23,171.41,0.74663
2018-02-28 20:48:32.198151,8743.15,714.23,171.41,0.74663
2018-02-28 20:48:42.917685,8743.15,714.23,171.34,0.7456
2018-02-28 20:48:53.402023,8743.15,713.81,171.97,0.7456
2018-02-28 20:49:03.956791,8743.15,713.81,171.97,0.7456
2018-02-28 20:49:14.686110,8740.69,711.31,171.97,0.74663
2018-02-28 20:49:25.265964,8740.69,711.31,171.97,0.7456
2018-02-28 20:49:36.162364,8725.02,711.31,171.97,0.7456
2018-02-28 20:49:46.762054,8723.51,711.31,171.06,0.7456
2018-02-28 20:49:57.534619,8723.51,714.1,171.06,0.7456
2018-02-28 20:50:08.302709,8742.21,714.1,171.06,0.7456
2018-02-28 20:50:19.015402,8740.4,714.1,171.06,0.7456
2018-02-28 20:50:29.645383,8740.4,714.1,171.06,0.7456
2018-02-28 20:50:40.329076,8740.4,714.06,171.06,0.7456
2018-02-28 20:50:50.838323,8740.4,714.06,171.06,0.7456
2018-02-28 20:51:01.862868,8740.4,711.07,171.06,0.74725
2018-02-28 20:51:12.433318,8740.93,713.62,171.8,0.74725
2018-02-28 20:51:23.000565,8740.93,713.62,171.8,0.74725
2018-02-28 20:51:33.549286,8730.0,713.62,171.8,0.74725
2018-02-28 20:51:44.113321,8722.8,713.62,171.8,0.74725
2018-02-28 20:51:54.942310,8708.03,713.85,171.8,0.74725
2018-02-28 20:52:05.569765,8712.97,713.85,171.8,0.74725
2018-02-28 20:52:16.209432,8712.97,713.85,171.8,0.74725
2018-02-28 20:52:27.114551,8704.0,713.27,171.8,0.74725
2018-02-28 20:52:37.753518,8716.85,713.27,171.8,0.74725
2018-02-28 20:52:48.136265,8716.85,713.27,171.8,0.74725
2018-02-28 20:52:58.697563,8716.85,711.07,171.8,0.74725
2018-02-28 20:53:09.240984,8721.4,711.07,171.8,0.74725
2018-02-28 20:53:19.928476,8723.19,714.18,171.8,0.74725
2018-02-28 20:53:30.454383,8727.39,714.11,171.8,0.74725
2018-02-28 20:53:40.813875,8723.0,714.11,171.8,0.74725
2018-02-28 20:53:51.334184,8723.0,712.03,171.8,0.74725
2018-02-28 20:54:02.009953,8702.93,712.03,171.8,0.74725
2018-02-28 20:54:12.476864,8702.93,712.03,171.8,0.74725
2018-02-28 20:54:23.089353,8702.93,713.15,171.8,0.74725
2018-02-28 20:54:33.664121,8714.89,713.15,171.8,0.74725
2018-02-28 20:54:44.014165,8714.89,712.61,171.8,0.74725
2018-02-28 20:54:54.549998,8714.89,712.61,171.8,0.74725
2018-02-28 20:55:05.104426,8714.89,712.61,171.8,0.7456
2018-02-28 20:55:15.462697,8714.9,712.45,171.8,0.7456
2018-02-28 20:55:25.978875,8715.0,712.45,171.8,0.7456
2018-02-28 20:55:36.671517,8714.9,712.45,171.8,0.7456
2018-02-28 20:55:47.132492,8714.9,712.45,171.8,0.7456
2018-02-28 20:55:57.821113,8714.9,712.45,171.8,0.7456
2018-02-28 20:56:08.391290,8714.9,712.45,171.8,0.7456
2018-02-28 20:56:19.214834,8714.9,712.54,171.8,0.7456
2018-02-28 20:56:29.891744,8715.0,712.54,171.8,0.7456
2018-02-28 20:56:40.506159,8715.0,712.54,171.51,0.74668
2018-02-28 20:56:50.873363,8715.0,712.54,170.71,0.7456
2018-02-28 20:57:01.556237,8705.6,712.54,170.71,0.7456
2018-02-28 20:57:12.057528,8705.6,712.54,170.71,0.7456
2018-02-28 20:57:22.526880,8705.6,712.54,170.71,0.7456
2018-02-28 20:57:33.064658,8705.6,712.05,170.71,0.74363
2018-02-28 20:57:44.140487,8705.6,712.05,170.71,0.74363
2018-02-28 20:57:54.566879,8705.6,712.05,170.71,0.74363
2018-02-28 20:58:05.374418,8705.64,712.73,171.4,0.74363
2018-02-28 20:58:16.105799,8719.88,713.08,171.53,0.74363
2018-02-28 20:58:26.704812,8720.0,713.08,170.84,0.74704
2018-02-28 20:58:37.526745,8720.0,713.33,171.5,0.74704
2018-02-28 20:58:48.054274,8720.0,713.33,171.5,0.74704
2018-02-28 20:58:58.401836,8720.41,713.25,171.5,0.74704
2018-02-28 20:59:08.964157,8720.41,713.25,171.5,0.746
2018-02-28 20:59:19.601797,8720.41,713.15,171.5,0.746
2018-02-28 20:59:30.021952,8709.64,713.15,171.5,0.746
2018-02-28 20:59:40.418599,8709.64,713.15,171.5,0.746
2018-02-28 20:59:51.002594,8709.64,712.03,171.63,0.746
2018-02-28 21:00:01.497490,8709.64,712.05,171.63,0.746
2018-02-28 21:00:11.920740,8741.54,712.05,170.95,0.746
2018-02-28 21:00:22.637488,8741.54,712.05,170.95,0.746
2018-02-28 21:00:33.042576,8741.54,712.05,170.95,0.746
2018-02-28 21:00:43.671971,8741.54,712.05,170.95,0.747
2018-02-28 21:00:54.297605,8719.93,712.05,170.73,0.747
2018-02-28 21:01:04.949245,8725.3,712.05,170.73,0.74703
2018-02-28 21:01:15.485044,8725.3,713.0,171.45,0.74703
2018-02-28 21:01:25.977309,8727.29,713.46,171.45,0.74703
2018-02-28 21:01:36.511859,8727.29,713.46,171.45,0.74703
2018-02-28 21:01:47.062192,8725.39,713.46,171.45,0.74703
2018-02-28 21:01:57.674990,8711.86,713.44,171.47,0.74703
2018-02-28 21:02:08.066578,8742.18,713.58,171.47,0.74703
2018-02-28 21:02:18.762210,8740.89,713.58,171.65,0.74703
2018-02-28 21:02:29.449992,8741.94,713.58,171.65,0.74703
2018-02-28 21:02:40.030606,8728.82,713.58,171.61,0.74703
2018-02-28 21:02:50.588699,8741.19,713.58,171.61,0.74703
2018-02-28 21:03:01.149547,8741.19,713.58,171.67,0.74703
2018-02-28 21:03:11.737925,8741.19,713.58,171.67,0.74728
2018-02-28 21:03:22.088868,8741.19,713.58,171.67,0.74728
2018-02-28 21:03:32.756606,8741.19,713.58,171.67,0.74728
2018-02-28 21:03:43.141161,8741.19,713.58,171.67,0.74728
2018-02-28 21:03:53.560889,8733.92,713.58,171.67,0.74728
2018-02-28 21:04:04.150859,8733.91,713.58,171.44,0.74728
2018-02-28 21:04:14.604028,8731.87,713.6,171.44,0.74728
2018-02-28 21:04:25.005564,8728.82,713.6,171.44,0.74728
2018-02-28 21:04:35.532814,8728.82,713.6,171.6,0.74702
2018-02-28 21:04:46.220927,8728.82,713.6,171.6,0.74702
2018-02-28 21:04:56.688692,8728.82,713.6,171.6,0.74702
2018-02-28 21:05:07.092382,8711.71,713.6,171.6,0.74702
2018-02-28 21:05:17.890895,8711.71,713.6,171.38,0.74702
2018-02-28 21:05:28.364276,8711.71,713.6,171.38,0.74702
2018-02-28 21:05:39.190600,8711.71,713.6,171.38,0.74702
2018-02-28 21:05:49.756349,8730.12,713.27,171.38,0.74702
2018-02-28 21:06:00.369027,8710.04,713.26,171.38,0.74702
2018-02-28 21:06:11.086842,8726.68,713.26,171.38,0.74702
2018-02-28 21:06:21.861518,8726.68,713.26,171.38,0.74702
2018-02-28 21:06:32.447362,8726.68,713.26,171.38,0.74702
2018-02-28 21:06:42.792233,8726.68,713.26,171.38,0.74702
2018-02-28 21:06:53.252563,8726.06,713.26,171.38,0.74702
2018-02-28 21:07:03.877564,8725.87,713.1,171.38,0.74702
2018-02-28 21:07:14.502212,8726.06,713.02,171.38,0.74702
2018-02-28 21:07:24.940103,8726.06,713.02,170.98,0.74702
2018-02-28 21:07:35.500403,8726.06,713.02,170.98,0.74702
2018-02-28 21:07:46.005392,8706.8,713.69,170.98,0.74702
2018-02-28 21:07:56.661615,8706.8,713.69,170.98,0.74702
2018-02-28 21:08:07.466476,8726.01,713.68,170.98,0.74702
2018-02-28 21:08:18.173916,8726.01,713.65,170.98,0.74702
2018-02-28 21:08:28.851414,8725.61,713.65,170.98,0.74702
2018-02-28 21:08:39.600390,8725.61,713.68,170.98,0.74702
2018-02-28 21:08:50.078393,8700.1,713.68,170.98,0.74702
2018-02-28 21:09:00.651592,8726.05,713.68,170.98,0.74702
2018-02-28 21:09:11.071055,8726.05,713.68,171.39,0.74702
2018-02-28 21:09:21.571671,8729.71,713.68,171.39,0.74702
2018-02-28 21:09:32.043712,8729.71,713.68,171.39,0.74702
2018-02-28 21:09:42.617503,8748.99,713.68,171.11,0.74702
2018-02-28 21:09:53.165869,8732.47,714.77,171.8,0.74702
2018-02-28 21:10:03.744938,8729.71,714.77,171.8,0.74438
2018-02-28 21:10:14.426112,8750.0,714.77,171.8,0.74438
2018-02-28 21:10:25.087374,8750.0,712.75,171.8,0.74438
2018-02-28 21:10:35.702355,8750.0,712.75,171.8,0.74692
2018-02-28 21:10:46.109241,8750.0,711.85,171.8,0.74692
2018-02-28 21:10:56.757437,8750.0,711.85,171.8,0.74692
2018-02-28 21:11:07.370522,8750.0,711.85,171.8,0.74692
2018-02-28 21:11:17.944397,8750.0,712.56,171.8,0.74692
2018-02-28 21:11:28.533679,8750.0,712.56,171.8,0.74692
2018-02-28 21:11:39.176689,8750.0,712.56,171.8,0.74692
2018-02-28 21:11:49.731475,8750.0,712.56,171.8,0.74692
2018-02-28 21:12:00.550550,8750.0,714.83,171.8,0.74692
2018-02-28 21:12:10.916816,8759.0,714.83,171.8,0.74692
2018-02-28 21:12:21.378314,8739.58,714.67,171.8,0.74692
2018-02-28 21:12:32.208534,8758.9,714.67,171.8,0.74692
2018-02-28 21:12:42.674745,8755.05,714.67,171.8,0.74703
2018-02-28 21:12:52.964556,8755.03,714.56,171.8,0.74703
2018-02-28 21:13:03.573293,8756.49,714.56,171.8,0.74703
2018-02-28 21:13:14.079834,8756.5,714.53,171.8,0.74703
2018-02-28 21:13:24.613846,8753.55,714.45,171.8,0.74703
2018-02-28 21:13:35.114861,8753.55,714.97,171.8,0.74703
2018-02-28 21:13:45.621777,8741.44,714.97,171.8,0.74703
2018-02-28 21:13:56.614170,8741.44,714.97,171.8,0.74703
2018-02-28 21:14:07.116870,8753.55,714.86,171.8,0.745
2018-02-28 21:14:17.522080,8759.0,715.84,171.8,0.745
2018-02-28 21:14:28.195968,8759.0,715.84,171.8,0.745
2018-02-28 21:14:38.713705,8753.55,715.84,171.8,0.745
2018-02-28 21:14:49.521434,8753.55,715.84,172.0,0.745
2018-02-28 21:15:00.063378,8753.55,715.84,172.0,0.747
2018-02-28 21:15:10.452922,8759.0,715.84,172.0,0.747
2018-02-28 21:15:21.045930,8759.0,715.5,172.0,0.747
2018-02-28 21:15:31.749034,8759.0,715.5,172.0,0.747
2018-02-28 21:15:42.468789,8760.0,715.0,172.0,0.747
2018-02-28 21:15:53.256622,8762.31,715.42,172.0,0.747
2018-02-28 21:16:03.787882,8759.97,715.42,172.0,0.747
2018-02-28 21:16:14.417334,8729.8,714.97,171.38,0.747
2018-02-28 21:16:25.186456,8747.69,714.97,171.17,0.747
2018-02-28 21:16:35.900884,8741.52,714.97,171.17,0.747
2018-02-28 21:16:46.410296,8741.52,711.34,171.17,0.74699
2018-02-28 21:16:56.769048,8752.6,711.34,171.17,0.74699
2018-02-28 21:17:07.245484,8728.19,711.34,170.77,0.74699
2018-02-28 21:17:17.692688,8728.19,715.07,170.77,0.74699
2018-02-28 21:17:28.386457,8755.54,715.07,170.77,0.74699
2018-02-28 21:17:38.980817,8755.54,715.07,170.77,0.74699
2018-02-28 21:17:49.699347,8756.62,715.07,170.77,0.74699
2018-02-28 21:18:00.284527,8756.62,715.07,170.77,0.74699
2018-02-28 21:18:10.973790,8756.67,715.07,170.77,0.74699
2018-02-28 21:18:21.654968,8756.67,715.07,170.77,0.74699
2018-02-28 21:18:32.118128,8751.96,715.07,170.77,0.745
2018-02-28 21:18:42.664213,8751.7,714.39,170.77,0.745
2018-02-28 21:18:53.160501,8751.7,714.4,170.77,0.745
2018-02-28 21:19:03.750388,8751.7,714.4,170.77,0.745
2018-02-28 21:19:14.612372,8751.7,714.4,171.17,0.745
2018-02-28 21:19:25.382131,8751.7,714.4,171.17,0.745
2018-02-28 21:19:36.081348,8751.7,714.4,171.17,0.745
2018-02-28 21:19:46.617390,8736.45,714.4,171.17,0.745
2018-02-28 21:19:57.264025,8736.45,714.05,171.17,0.743
2018-02-28 21:20:07.801594,8738.87,714.05,171.17,0.74514
2018-02-28 21:20:18.438232,8737.34,714.05,171.17,0.74514
2018-02-28 21:20:29.107692,8737.81,713.7,171.17,0.743
2018-02-28 21:20:39.777270,8737.39,713.7,171.17,0.74
2018-02-28 21:20:50.242476,8725.18,713.7,171.17,0.74
2018-02-28 21:21:00.760269,8729.52,713.7,171.17,0.74
2018-02-28 21:21:11.213272,8724.17,714.36,171.16,0.74
2018-02-28 21:21:21.632901,8724.17,712.22,171.16,0.74018
2018-02-28 21:21:32.057852,8730.71,712.22,171.16,0.74001
2018-02-28 21:21:42.597119,8736.5,712.22,170.4,0.74001
2018-02-28 21:21:52.893358,8736.36,711.54,170.4,0.74027
2018-02-28 21:22:03.744536,8726.37,711.6,171.2,0.74027
2018-02-28 21:22:14.094309,8726.37,711.6,171.2,0.74027
2018-02-28 21:22:24.732732,8720.1,711.6,171.2,0.74027
2018-02-28 21:22:35.410177,8747.84,714.34,171.2,0.74027
2018-02-28 21:22:45.997694,8747.84,714.34,170.54,0.74027
2018-02-28 21:22:56.575550,8726.39,714.34,170.54,0.74027
2018-02-28 21:23:07.164693,8726.39,714.34,170.54,0.74027
2018-02-28 21:23:17.572602,8747.4,714.34,170.54,0.74027
2018-02-28 21:23:28.245821,8747.4,714.34,170.54,0.74027
2018-02-28 21:23:38.700412,8743.85,714.34,170.54,0.74027
2018-02-28 21:23:49.219220,8743.85,712.17,171.16,0.74
2018-02-28 21:23:59.701734,8743.85,712.17,171.15,0.74
2018-02-28 21:24:10.005433,8735.8,712.17,171.15,0.74
2018-02-28 21:24:20.583370,8720.0,714.18,171.15,0.74
2018-02-28 21:24:31.238493,8720.0,711.01,171.15,0.74
2018-02-28 21:24:41.696833,8720.0,711.01,171.15,0.74
2018-02-28 21:24:52.017307,8734.25,711.01,171.15,0.74
2018-02-28 21:25:02.742920,8734.25,711.01,171.15,0.74
2018-02-28 21:25:13.125993,8734.25,711.01,171.15,0.74
2018-02-28 21:25:23.483909,8734.25,711.01,171.15,0.74
2018-02-28 21:25:34.149342,8734.19,711.01,171.15,0.74
2018-02-28 21:25:44.690656,8734.19,711.01,171.15,0.74
2018-02-28 21:25:55.086259,8739.6,711.01,171.15,0.74
2018-02-28 21:26:05.932807,8737.66,711.01,171.15,0.74
2018-02-28 21:26:16.667489,8737.66,714.18,171.15,0.74
2018-02-28 21:26:27.225974,8737.66,714.18,171.15,0.74
2018-02-28 21:26:37.909975,8700.0,714.18,171.15,0.74
2018-02-28 21:26:48.273467,8705.2,714.18,171.15,0.74
2018-02-28 21:26:58.918728,8725.37,714.18,170.54,0.74
2018-02-28 21:27:09.403738,8725.37,714.18,170.54,0.74
2018-02-28 21:27:20.075685,8729.4,715.49,170.54,0.74329
2018-02-28 21:27:30.718346,8729.4,715.49,170.51,0.74329
2018-02-28 21:27:41.327373,8725.2,715.49,170.51,0.74329
2018-02-28 21:27:51.771392,8720.19,715.49,170.51,0.74329
2018-02-28 21:28:02.454231,8720.04,715.32,170.51,0.74329
2018-02-28 21:28:13.025753,8719.2,715.22,170.51,0.74329
2018-02-28 21:28:23.589804,8719.2,715.22,170.51,0.74329
2018-02-28 21:28:34.111926,8719.2,715.22,170.51,0.74329
2018-02-28 21:28:44.587228,8719.2,715.22,170.51,0.74329
2018-02-28 21:28:55.010126,8730.47,715.22,170.51,0.74329
2018-02-28 21:29:05.705665,8733.76,715.22,170.51,0.74245
2018-02-28 21:29:16.174164,8739.5,715.22,171.25,0.74245
2018-02-28 21:29:26.380486,8711.42,715.22,171.25,0.74245
2018-02-28 21:29:36.758752,8711.42,715.22,171.25,0.74245
2018-02-28 21:29:47.757991,8711.42,715.22,171.22,0.74245
2018-02-28 21:29:58.269987,8712.3,715.22,171.22,0.74245
2018-02-28 21:30:08.631778,8711.9,715.22,171.22,0.74245
2018-02-28 21:30:19.081776,8711.9,715.22,171.22,0.74245
2018-02-28 21:30:29.667533,8711.9,715.22,171.22,0.74245
2018-02-28 21:30:40.290438,8711.9,715.22,171.22,0.74245
2018-02-28 21:30:51.170186,8711.9,715.22,171.22,0.74291
2018-02-28 21:31:02.133270,8711.9,714.17,171.22,0.74291
2018-02-28 21:31:12.799911,8722.62,714.17,171.22,0.743
2018-02-28 21:31:23.245713,8722.62,714.17,171.22,0.74475
2018-02-28 21:31:34.017786,8714.99,714.17,170.94,0.74475
2018-02-28 21:31:44.588178,8690.27,714.17,170.94,0.74475
2018-02-28 21:31:54.938650,8710.41,714.17,170.92,0.74475
2018-02-28 21:32:05.374540,8710.41,714.17,170.92,0.74475
2018-02-28 21:32:15.921844,8693.03,714.17,170.92,0.74475
2018-02-28 21:32:26.423455,8693.03,714.17,170.92,0.74475
2018-02-28 21:32:36.949904,8693.03,714.17,170.92,0.74475
2018-02-28 21:32:47.466924,8693.03,714.17,170.92,0.74475
2018-02-28 21:32:58.185128,8693.03,714.17,170.92,0.74475
2018-02-28 21:33:08.625697,8716.6,714.17,170.92,0.74475
2018-02-28 21:33:19.097471,8727.78,714.17,170.8,0.74475
2018-02-28 21:33:29.523388,8700.08,714.17,170.8,0.74475
2018-02-28 21:33:39.886939,8724.99,714.14,170.8,0.74475
2018-02-28 21:33:50.462221,8724.99,714.14,170.8,0.74475
2018-02-28 21:34:01.130740,8701.13,714.14,170.8,0.74475
2018-02-28 21:34:11.583587,8723.4,714.14,170.8,0.74475
2018-02-28 21:34:22.204848,8723.4,714.14,171.01,0.74475
2018-02-28 21:34:32.767754,8723.4,714.14,171.0,0.74475
2018-02-28 21:34:43.418257,8723.4,714.14,170.89,0.74324
2018-02-28 21:34:54.129410,8723.4,714.14,171.05,0.7432
2018-02-28 21:35:04.959626,8723.4,714.14,171.02,0.74043
2018-02-28 21:35:15.657500,8722.6,714.14,171.02,0.74024
2018-02-28 21:35:26.666333,8722.6,714.14,171.02,0.74023
2018-02-28 21:35:37.350593,8723.8,714.14,171.02,0.74002
2018-02-28 21:35:47.989490,8722.65,714.14,171.02,0.74002
2018-02-28 21:35:58.623576,8722.65,714.14,171.02,0.74002
2018-02-28 21:36:09.359480,8722.64,714.14,171.02,0.74002
2018-02-28 21:36:19.660473,8697.65,712.61,171.02,0.74002
2018-02-28 21:36:30.042758,8697.65,712.61,171.02,0.74002
2018-02-28 21:36:40.860696,8721.02,712.61,171.04,0.74002
2018-02-28 21:36:51.183813,8721.02,712.56,171.13,0.74002
2018-02-28 21:37:01.854464,8721.77,712.56,171.13,0.74002
2018-02-28 21:37:12.489425,8721.77,712.56,171.13,0.74002
2018-02-28 21:37:22.897922,8721.77,712.56,171.13,0.74002
2018-02-28 21:37:33.599626,8719.27,712.56,171.13,0.74002
2018-02-28 21:37:44.073461,8719.27,712.56,171.13,0.74002
2018-02-28 21:37:54.546725,8701.52,712.56,171.13,0.741
2018-02-28 21:38:04.975850,8723.16,712.56,171.13,0.741
2018-02-28 21:38:15.631445,8722.78,712.56,171.13,0.741
2018-02-28 21:38:26.344116,8722.78,712.56,171.13,0.74445
2018-02-28 21:38:36.706252,8717.92,712.56,171.13,0.74445
2018-02-28 21:38:47.081437,8720.28,712.56,171.13,0.74445
2018-02-28 21:38:57.785841,8722.09,714.61,171.05,0.7427
2018-02-28 21:39:08.389685,8717.89,714.61,171.05,0.741
2018-02-28 21:39:18.966246,8717.27,714.61,171.05,0.74
2018-02-28 21:39:29.570383,8717.27,714.61,171.05,0.74
2018-02-28 21:39:40.199540,8717.27,714.61,171.05,0.74
2018-02-28 21:39:50.615137,8720.96,714.61,171.14,0.74
2018-02-28 21:40:01.042361,8691.0,712.51,171.14,0.74
2018-02-28 21:40:11.603467,8716.7,712.51,171.14,0.74
2018-02-28 21:40:22.478921,8716.7,712.51,170.39,0.74
2018-02-28 21:40:33.126720,8716.7,712.51,171.04,0.74
2018-02-28 21:40:43.526209,8716.7,712.51,171.04,0.74
2018-02-28 21:40:54.213353,8699.13,714.32,171.04,0.74
2018-02-28 21:41:04.912507,8722.9,714.32,171.04,0.74
2018-02-28 21:41:15.456927,8699.33,714.32,171.04,0.74
2018-02-28 21:41:26.064119,8721.17,714.32,171.04,0.73987
2018-02-28 21:41:36.528361,8721.17,714.32,171.04,0.73987
2018-02-28 21:41:46.934371,8721.17,714.32,170.48,0.73987
2018-02-28 21:41:57.798342,8703.02,714.32,170.48,0.73987
2018-02-28 21:42:08.535678,8722.42,714.32,171.32,0.73987
2018-02-28 21:42:19.066978,8704.66,714.32,171.32,0.73987
2018-02-28 21:42:29.758432,8704.66,714.32,171.32,0.74154
2018-02-28 21:42:40.141922,8703.65,714.32,171.36,0.74154
2018-02-28 21:42:50.697934,8703.65,714.32,171.36,0.74154
2018-02-28 21:43:01.154874,8703.65,714.32,171.36,0.74154
2018-02-28 21:43:11.840104,8703.65,714.32,171.36,0.74111
2018-02-28 21:43:22.287967,8721.8,714.28,171.36,0.74106
2018-02-28 21:43:32.934365,8721.8,714.73,171.36,0.74104
2018-02-28 21:43:43.445196,8722.0,714.73,171.36,0.74104
2018-02-28 21:43:54.021916,8722.0,714.73,171.36,0.74095
2018-02-28 21:44:04.612479,8733.02,714.82,171.36,0.74095
2018-02-28 21:44:15.147392,8736.03,714.82,171.36,0.74095
2018-02-28 21:44:25.765691,8736.03,714.82,171.36,0.74095
2018-02-28 21:44:36.357886,8736.03,714.82,171.36,0.74095
2018-02-28 21:44:46.824541,8736.03,714.82,171.36,0.74095
2018-02-28 21:44:57.267688,8736.79,714.82,171.36,0.74
2018-02-28 21:45:07.612720,8736.79,714.82,171.36,0.74
2018-02-28 21:45:18.033714,8736.81,714.82,171.36,0.74
2018-02-28 21:45:28.454601,8732.82,714.82,171.36,0.73702
2018-02-28 21:45:39.105656,8732.82,714.82,171.36,0.73702
2018-02-28 21:45:49.497529,8732.82,714.82,171.36,0.73702
2018-02-28 21:45:59.994218,8734.94,714.99,171.26,0.73702
2018-02-28 21:46:10.569554,8735.0,714.99,171.26,0.73702
2018-02-28 21:46:21.177033,8734.97,714.99,171.26,0.73702
2018-02-28 21:46:31.764924,8735.0,714.99,170.61,0.73702
2018-02-28 21:46:42.365449,8735.0,714.99,170.61,0.73702
2018-02-28 21:46:53.030567,8735.0,714.99,170.61,0.73702
2018-02-28 21:47:03.747251,8739.42,714.99,170.61,0.738
2018-02-28 21:47:14.448973,8739.42,714.99,170.61,0.738
2018-02-28 21:47:24.940688,8739.42,714.99,170.61,0.738
2018-02-28 21:47:35.631193,8739.42,714.99,170.67,0.738
2018-02-28 21:47:46.130284,8707.41,714.99,170.67,0.738
2018-02-28 21:47:56.754243,8732.42,714.99,170.67,0.738
2018-02-28 21:48:07.078295,8739.38,714.99,170.67,0.738
